seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr17	28257404	28257503	100	*	X2936	85464	27952965	28257018	304054	-	385	upstream	385	SSH2
chr17	30228929	30229015	87	*	X2946	55813	30190190	30228729	38540	-	199	upstream	199	UTP6
chr17	30771237	30771371	135	*	X2950	5717	30771481	30810337	38857	+	109	upstream	109	PSMD11
chr17	34957990	34958031	42	*	X2985	79922	34958025	34965407	7383	+	0	overlapStart	0	MRM1
chr17	36762552	36762746	195	*	X3020	80725	36686259	36762183	75925	-	368	upstream	368	SRCIN1
chr17	37793413	37793487	75	*	X3034	10948	37793333	37820454	27122	+	0	inside	79	STARD3
chr17	37844019	37844146	128	*	X3035	2064	37844393	37884915	40523	+	246	upstream	246	ERBB2
chr17	37844019	37844146	128	*	X3035	93210	37827375	37844310	16936	-	0	inside	163	PGAP3
chr17	37886649	37886684	36	*	X3036	84299	37885409	37886788	1380	-	0	inside	103	MIEN1
chr17	38020168	38020257	90	*	X3037	22806	37913968	38020441	106474	-	0	inside	183	IKZF3
chr17	40169234	40169323	90	*	X3065	28511	40169594	40177656	8063	+	270	upstream	270	NKIRAS2
chr17	41158698	41158866	169	*	X3076	3430	41158742	41166476	7735	+	0	overlapStart	0	IFI35
chr17	41174418	41174441	24	*	X3077	10493	41166622	41174459	7838	-	0	inside	17	VAT1
chr17	41323318	41323395	78	*	X3078	672	41196312	41322420	126109	-	897	upstream	897	BRCA1
chr17	41466770	41466780	11	*	X3080	100130581	41447213	41466266	19054	-	503	upstream	503	LINC00910
chr17	42200625	42200729	105	*	X3096	10014	42154121	42201014	46894	-	0	inside	284	HDAC5
chr17	42219062	42219151	90	*	X3097	78995	42219274	42239844	20571	+	122	upstream	122	HROB
chr17	42835102	42835281	180	*	X3105	4185	42836568	42859214	22647	+	1286	upstream	1286	ADAM11
chr17	43045929	43046078	150	*	X3106	10882	43037061	43045644	8584	-	284	upstream	284	C1QL1
chr17	43046124	43046303	180	*	X3107	10882	43037061	43045644	8584	-	479	upstream	479	C1QL1
chr17	43210317	43210421	105	*	X3113	113026	43189008	43209891	20884	-	425	upstream	425	PLCD3
chr17	45329972	45330076	105	*	X3139	3690	45331208	45421658	90451	+	1131	upstream	1131	ITGB3
chr17	45330152	45330331	180	*	X3140	3690	45331208	45421658	90451	+	876	upstream	876	ITGB3
chr17	45330422	45330571	150	*	X3141	3690	45331208	45421658	90451	+	636	upstream	636	ITGB3
chr17	45771611	45771753	143	*	X3142	9755	45772630	45789429	16800	+	876	upstream	876	TBKBP1
chr17	45771799	45771903	105	*	X3143	9755	45772630	45789429	16800	+	726	upstream	726	TBKBP1
chr17	45772039	45772100	62	*	X3144	9755	45772630	45789429	16800	+	529	upstream	529	TBKBP1
chr17	45772291	45772353	63	*	X3145	9755	45772630	45789429	16800	+	276	upstream	276	TBKBP1
chr17	45809500	45809589	90	*	X3149	30009	45810610	45823485	12876	+	1020	upstream	1020	TBX21
chr17	45810490	45810624	135	*	X3150	30009	45810610	45823485	12876	+	0	overlapStart	0	TBX21
chr17	46185200	46185304	105	*	X3158	29916	46184911	46200105	15195	+	0	inside	288	SNX11
chr17	46623914	46623970	57	*	X3167	3212	46620019	46622393	2375	-	1520	upstream	1520	HOXB2
chr17	46624121	46624255	135	*	X3168	3212	46620019	46622393	2375	-	1727	upstream	1727	HOXB2
chr17	46704138	46704257	120	*	X3177	3219	46698519	46703835	5317	-	302	upstream	302	HOXB9
chr17	46704678	46704812	135	*	X3178	3219	46698519	46703835	5317	-	842	upstream	842	HOXB9
chr17	46894059	46894287	229	*	X3187	284076	46839593	46894469	54877	-	0	inside	181	TTLL6
chr17	47072705	47072869	165	*	X3192	10642	47074774	47133507	58734	+	1904	upstream	1904	IGF2BP1
chr17	47308307	47308426	120	*	X3199	162466	47300732	47308128	7397	-	178	upstream	178	PHOSPHO1
chr17	47572554	47572678	125	*	X3205	4804	47572655	47592382	19728	+	0	overlapStart	0	NGFR
chr17	48073609	48073803	195	*	X3240	1747	48067369	48072588	5220	-	1020	upstream	1020	DLX3
chr17	48074389	48074478	90	*	X3241	1747	48067369	48072588	5220	-	1800	upstream	1800	DLX3
chr17	48132629	48132733	105	*	X3244	3675	48133340	48167849	34510	+	606	upstream	606	ITGA3
chr17	48133364	48133498	135	*	X3245	284080	48127713	48133103	5391	-	260	upstream	260	PICART1
chr17	48133364	48133498	135	*	X3245	3675	48133340	48167849	34510	+	0	inside	23	ITGA3
chr17	48347724	48347792	69	*	X3265	162461	48348767	48358846	10080	+	974	upstream	974	TMEM92
chr17	48474971	48475075	105	*	X3268	55379	48458594	48474914	16321	-	56	upstream	56	LRRC59
chr17	48609584	48609913	330	*	X3271	55040	48610048	48621111	11064	+	134	upstream	134	EPN3
chr17	48639596	48639616	21	*	X3272	253962	48633568	48639469	5902	-	126	upstream	126	CACNA1G-AS1
chr17	54670269	54670403	135	*	X3298	9241	54671060	54672951	1892	+	656	upstream	656	NOG
chr17	54670644	54670763	120	*	X3299	9241	54671060	54672951	1892	+	296	upstream	296	NOG
chr17	54670914	54671048	135	*	X3300	9241	54671060	54672951	1892	+	11	upstream	11	NOG
chr17	54991444	54991473	30	*	X3303	7706	54965270	54991409	26140	-	34	upstream	34	TRIM25
chr17	55054516	55054605	90	*	X3304	59342	55055468	55084129	28662	+	862	upstream	862	SCPEP1
chr17	56032806	56032811	6	*	X3314	404093	55938604	56032684	94081	-	121	upstream	121	CUEDC1
chr17	56032851	56032985	135	*	X3315	404093	55938604	56032684	94081	-	166	upstream	166	CUEDC1
chr17	56406133	56406267	135	*	X3321	9256	56378588	56406152	27565	-	0	overlapStart	0	TSPOAP1
chr17	59487178	59487312	135	*	X3330	388407	59489112	59490641	1530	+	1799	upstream	1799	LINC02875
chr17	59488363	59488467	105	*	X3331	388407	59489112	59490641	1530	+	644	upstream	644	LINC02875
chr17	60143397	60143501	105	*	X3339	9969	60019966	60142643	122678	-	753	upstream	753	MED13
chr17	61554721	61554855	135	*	X3345	1636	61554422	61599203	44782	+	0	inside	298	ACE
chr17	61600846	61600991	146	*	X3347	81033	61600695	61626338	25644	+	0	inside	150	KCNH6
chr17	61851874	61851978	105	*	X3348	57003	61822610	61851088	28479	-	785	upstream	785	CCDC47
chr17	61904954	61905043	90	*	X3349	117246	61896793	61905031	8239	-	0	overlapStart	0	FTSJ3
chr17	61904954	61905043	90	*	X3349	5705	61904770	61909387	4618	+	0	inside	183	PSMC5
chr17	61932281	61932388	108	*	X3350	146771	61934376	61941739	7364	+	1987	upstream	1987	TCAM1P
chr17	61959807	61959874	68	*	X3351	2689	61957572	61959302	1731	-	504	upstream	504	GH2
chr17	61989205	61989266	62	*	X3352	1444	61986965	61988618	1654	-	586	upstream	586	CSHL1
chr17	62915513	62915575	63	*	X3356	374819	62850488	62915586	65099	-	0	inside	10	LRRC37A3
chr17	65242111	65242215	105	*	X3361	9931	65066554	65241319	174766	-	791	upstream	791	HELZ
chr17	65362405	65362442	38	*	X3362	5718	65336619	65362721	26103	-	0	inside	278	PSMD12
chr17	65990133	65990417	285	*	X3363	284018	65987217	65989765	2549	-	367	upstream	367	C17orf58
chr17	72199546	72199744	199	*	X3376	6169	72199795	72206019	6225	+	50	upstream	50	RPL38
chr17	72209607	72209732	126	*	X3378	85001	72206135	72209460	3326	-	146	upstream	146	MGC16275
chr17	72209607	72209732	126	*	X3378	94015	72209696	72258157	48462	+	0	overlapStart	0	TTYH2
chr17	72919162	72919314	153	*	X3394	124590	72912176	72919351	7176	-	0	inside	36	USH1G
chr17	72919162	72919314	153	*	X3394	92736	72920370	72930006	9637	+	1055	upstream	1055	OTOP2
chr17	72919681	72919746	66	*	X3395	124590	72912176	72919351	7176	-	329	upstream	329	USH1G
chr17	72919681	72919746	66	*	X3395	92736	72920370	72930006	9637	+	623	upstream	623	OTOP2
chr17	72919852	72919854	3	*	X3396	124590	72912176	72919351	7176	-	500	upstream	500	USH1G
chr17	72919852	72919854	3	*	X3396	92736	72920370	72930006	9637	+	515	upstream	515	OTOP2
chr17	73400604	73400616	13	*	X3399	100500841	73402150	73402243	94	+	1533	upstream	1533	MIR3678
chr17	73996767	73996814	48	*	X3404	1018	73996987	74002080	5094	+	172	upstream	172	CDK3
chr17	74449286	74449505	220	*	X3408	15	74449433	74466199	16767	+	0	overlapStart	0	AANAT
chr17	74449286	74449505	220	*	X3408	63893	74385613	74449288	63676	-	0	overlapStart	0	UBE2O
chr17	74582450	74582629	180	*	X3409	10610	74561461	74582145	20685	-	304	upstream	304	ST6GALNAC2
chr17	74582784	74582839	56	*	X3410	10610	74561461	74582145	20685	-	638	upstream	638	ST6GALNAC2
chr17	75277352	75277355	4	*	X3418	10801	75277492	75496678	219187	+	136	upstream	136	SEPTIN9
chr17	75277689	75277741	53	*	X3419	10801	75277492	75496678	219187	+	0	inside	196	SEPTIN9
chr17	76921357	76921484	128	*	X3436	7077	76849059	76921472	72414	-	0	overlapStart	0	TIMP2
chr17	77814155	77814259	105	*	X3456	8535	77806955	77813213	6259	-	941	upstream	941	CBX4
chr17	77814455	77814505	51	*	X3457	8535	77806955	77813213	6259	-	1241	upstream	1241	CBX4
chr17	77814650	77814844	195	*	X3458	8535	77806955	77813213	6259	-	1436	upstream	1436	CBX4
chr17	77815010	77815204	195	*	X3459	8535	77806955	77813213	6259	-	1796	upstream	1796	CBX4
chr17	79372653	79372787	135	*	X3475	57597	79373540	79433358	59819	+	752	upstream	752	BAHCC1
chr17	79635068	79635109	42	*	X3477	339229	79632066	79633618	1553	-	1449	upstream	1449	OXLD1
chr17	81035987	81036135	149	*	X3485	284207	81037567	81052591	15025	+	1431	upstream	1431	METRNL
chr18	712651	712740	90	*	X3495	55556	670324	712662	42339	-	0	overlapStart	0	ENOSF1
chr18	8609224	8609373	150	*	X3509	201475	8609443	8639380	29938	+	69	upstream	69	RAB12
chr18	9334570	9334783	214	*	X3512	57045	9334765	9402418	67654	+	0	overlapStart	0	TWSG1
chr18	9706434	9706553	120	*	X3513	11031	9708228	9862553	154326	+	1674	upstream	1674	RAB31
chr18	10454397	10454462	66	*	X3515	147495	10454625	10488698	34074	+	162	upstream	162	APCDD1
chr18	11981504	11981504	1	*	X3523	3613	11981427	12030885	49459	+	0	inside	76	IMPA2
chr18	11981620	11981694	75	*	X3524	3613	11981427	12030885	49459	+	0	inside	192	IMPA2
chr18	12377447	12377607	161	*	X3530	10939	12328943	12377275	48333	-	171	upstream	171	AFG3L2
chr18	12991531	12991620	90	*	X3532	55125	12991361	13125051	133691	+	0	inside	169	CEP192
chr18	14178622	14178896	275	*	X3534	440482	14179096	14227049	47954	+	199	upstream	199	ANKRD20A5P
chr18	19181162	19181183	22	*	X3539	114799	19109262	19180693	71432	-	468	upstream	468	ESCO1
chr18	21166914	21167048	135	*	X3546	4864	21108363	21166581	58219	-	332	upstream	332	NPC1
chr18	25758442	25758486	45	*	X3557	1000	25530930	25757445	226516	-	996	upstream	996	CDH2
chr18	29523299	29523336	38	*	X3560	22878	29409136	29523099	113964	-	199	upstream	199	TRAPPC8
chr18	46478199	46478258	60	*	X3595	4092	46446223	46477081	30859	-	1117	upstream	1117	SMAD7
chr18	46478876	46478920	45	*	X3596	4092	46446223	46477081	30859	-	1794	upstream	1794	SMAD7
chr18	55710843	55710947	105	*	X3616	23327	55711610	56068772	357163	+	662	upstream	662	NEDD4L
chr18	56116473	56116525	53	*	X3619	406906	56118306	56118390	85	+	1780	upstream	1780	MIR122
chr18	59855228	59855302	75	*	X3625	23556	59711458	59854289	142832	-	938	upstream	938	PIGN
chr18	59855348	59855467	120	*	X3626	23556	59711458	59854289	142832	-	1058	upstream	1058	PIGN
chr18	70536558	70536688	131	*	X3635	81832	70409549	70534810	125262	-	1747	upstream	1747	NETO1
chr18	76829355	76829459	105	*	X3647	374868	76829397	77138282	308886	+	0	overlapStart	0	ATP9B
chr18	77154079	77154123	45	*	X3648	4772	77155772	77289323	133552	+	1648	upstream	1648	NFATC1
chr19	506733	506838	106	*	X3651	91978	507497	519654	12158	+	658	upstream	658	TPGS1
chr19	589221	589261	41	*	X3652	610	589893	617159	27267	+	631	upstream	631	HCN2
chr19	1064938	1064964	27	*	X3659	23526	1065922	1086627	20706	+	957	upstream	957	ARHGAP45
chr19	1101870	1102004	135	*	X3660	2879	1103936	1106787	2852	+	1931	upstream	1931	GPX4
chr19	1383176	1383258	83	*	X3668	374291	1383526	1395588	12063	+	267	upstream	267	NDUFS7
chr19	2096832	2096927	96	*	X3681	113177	2096868	2099583	2716	+	0	overlapStart	0	IZUMO4
chr19	2096832	2096927	96	*	X3681	126308	2071035	2096269	25235	-	562	upstream	562	MOB3A
chr19	2476421	2476468	48	*	X3684	4616	2476123	2478257	2135	+	0	inside	297	GADD45B
chr19	3178645	3178712	68	*	X3694	8698	3178736	3180330	1595	+	23	upstream	23	S1PR4
chr19	4067460	4067580	121	*	X3708	51341	4045216	4066816	21601	-	643	upstream	643	ZBTB7A
chr19	5720821	5720883	63	*	X3732	257062	5720688	5778742	58055	+	0	inside	132	CATSPERD
chr19	5720821	5720883	63	*	X3732	9361	5691845	5720463	28619	-	357	upstream	357	LONP1
chr19	6280168	6280421	254	*	X3740	4298	6210392	6279959	69568	-	208	upstream	208	MLLT1
chr19	6417748	6417825	78	*	X3742	100500888	6416421	6416522	102	-	1225	upstream	1225	MIR3940
chr19	6502394	6502513	120	*	X3743	10382	6494330	6502330	8001	-	63	upstream	63	TUBB4A
chr19	6772250	6772293	44	*	X3747	7409	6772679	6857377	84699	+	385	upstream	385	VAV1
chr19	6772384	6772466	83	*	X3748	7409	6772679	6857377	84699	+	212	upstream	212	VAV1
chr19	7985459	7985541	83	*	X3753	6618	7985194	7988136	2943	+	0	inside	264	SNAPC2
chr19	8477943	8478038	96	*	X3758	51257	8478187	8503899	25713	+	148	upstream	148	MARCHF2
chr19	8509580	8509779	200	*	X3759	4670	8509803	8554002	44200	+	23	upstream	23	HNRNPM
chr19	9945855	9945894	40	*	X3764	5300	9945883	9960365	14483	+	0	overlapStart	0	PIN1
chr19	11708178	11708279	102	*	X3781	199692	11708235	11729974	21740	+	0	overlapStart	0	ZNF627
chr19	11998888	11998913	26	*	X3783	7620	11998670	12025365	26696	+	0	inside	217	ZNF69
chr19	12917593	12917727	135	*	X3789	10535	12917428	12924462	7035	+	0	inside	164	RNASEH2A
chr19	13075944	13076183	240	*	X3791	199699	13075973	13085567	9595	+	0	overlapStart	0	DAND5
chr19	13076199	13076438	240	*	X3792	199699	13075973	13085567	9595	+	0	inside	225	DAND5
chr19	14169831	14170043	213	*	X3813	342979	14164179	14169971	5793	-	0	overlapStart	0	PALM3
chr19	14182705	14182794	90	*	X3814	113230	14183821	14185874	2054	+	1026	upstream	1026	MISP3
chr19	14202879	14202879	1	*	X3815	90378	14199229	14201232	2004	-	1646	upstream	1646	SAMD1
chr19	15575152	15575249	98	*	X3818	64926	15562436	15575382	12947	-	0	inside	132	RASAL3
chr19	16738896	16738967	72	*	X3825	9441	16589868	16739015	149148	-	0	inside	47	MED26
chr19	17559342	17559521	180	*	X3827	100130519	17546318	17559376	13059	-	0	overlapStart	0	TMEM221
chr19	17581235	17581369	135	*	X3828	376497	17581300	17616977	35678	+	0	overlapStart	0	SLC27A1
chr19	17581520	17581532	13	*	X3829	376497	17581300	17616977	35678	+	0	inside	219	SLC27A1
chr19	18061212	18061616	405	*	X3833	3780	18062111	18109930	47820	+	494	upstream	494	KCNN1
chr19	18061722	18061772	51	*	X3834	3780	18062111	18109930	47820	+	338	upstream	338	KCNN1
chr19	18209860	18210024	165	*	X3836	3594	18170371	18209626	39256	-	233	upstream	233	IL12RB1
chr19	18210040	18210264	225	*	X3837	3594	18170371	18209626	39256	-	413	upstream	413	IL12RB1
chr19	18210280	18210399	120	*	X3838	3594	18170371	18209626	39256	-	653	upstream	653	IL12RB1
chr19	18284134	18284171	38	*	X3844	10437	18284579	18288927	4349	+	407	upstream	407	IFI30
chr19	18391194	18391220	27	*	X3846	100422833	18392887	18392971	85	+	1666	upstream	1666	MIR3188
chr19	18392961	18392977	17	*	X3847	100422833	18392887	18392971	85	+	0	overlapEnd	73	MIR3188
chr19	18392961	18392977	17	*	X3847	3727	18390563	18392432	1870	-	528	upstream	528	JUND
chr19	18434075	18434089	15	*	X3850	25804	18417040	18434001	16962	-	73	upstream	73	LSM4
chr19	18451306	18451410	105	*	X3852	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18451531	18451650	120	*	X3853	54858	18451408	18480763	29356	+	0	inside	122	PGPEP1
chr19	18528676	18528810	135	*	X3855	170463	18530146	18545372	15227	+	1335	upstream	1335	SSBP4
chr19	19052150	19052196	47	*	X3860	9454	19017769	19052041	34273	-	108	upstream	108	HOMER3
chr19	21203636	21203770	135	*	X3868	80264	21203426	21242852	39427	+	0	inside	209	ZNF430
chr19	35520619	35520738	120	*	X3887	6324	35521592	35531353	9762	+	853	upstream	853	SCN1B
chr19	35521114	35521218	105	*	X3888	6324	35521592	35531353	9762	+	373	upstream	373	SCN1B
chr19	35634030	35634068	39	*	X3894	163175	35615417	35633355	17939	-	674	upstream	674	LGI4
chr19	35634030	35634068	39	*	X3894	53822	35634154	35645205	11052	+	85	upstream	85	FXYD7
chr19	35643568	35643688	121	*	X3897	53827	35645625	35660788	15164	+	1936	upstream	1936	FXYD5
chr19	35644363	35644512	150	*	X3898	53827	35645625	35660788	15164	+	1112	upstream	1112	FXYD5
chr19	36235700	36235747	48	*	X3904	55851	36236494	36243734	7241	+	746	upstream	746	PSENEN
chr19	36359262	36359356	95	*	X3906	333	36359138	36370699	11562	+	0	inside	123	APLP1
chr19	36605484	36605512	29	*	X3912	1155	36605888	36616849	10962	+	375	upstream	375	TBCB
chr19	38893604	38893710	107	*	X3915	147965	38893775	38899728	5954	+	64	upstream	64	FAM98C
chr19	39390545	39390553	9	*	X3921	22933	39369195	39390502	21308	-	42	upstream	42	SIRT2
chr19	39390545	39390553	9	*	X3921	4793	39390340	39399534	9195	+	0	inside	204	NFKBIB
chr19	40441234	40441320	87	*	X3923	8857	40353963	40440533	86571	-	700	upstream	700	FCGBP
chr19	41223170	41223244	75	*	X3931	79934	41197434	41222790	25357	-	379	upstream	379	COQ8B
chr19	41223170	41223244	75	*	X3931	80271	41223008	41246765	23758	+	0	inside	161	ITPKC
chr19	41859914	41860087	174	*	X3937	7040	41836812	41859831	23020	-	82	upstream	82	TGFB1
chr19	42498672	42498941	270	*	X3946	478	42470734	42498428	27695	-	243	upstream	243	ATP1A3
chr19	42724593	42724631	39	*	X3955	116115	42724492	42732353	7862	+	0	inside	100	ZNF526
chr19	42724593	42724631	39	*	X3955	162989	42702745	42724304	21560	-	288	upstream	288	DEDD2
chr19	42817300	42817419	120	*	X3957	284339	42817477	42829214	11738	+	57	upstream	57	TMEM145
chr19	42829610	42829629	20	*	X3963	1954	42829761	42882921	53161	+	131	upstream	131	MEGF8
chr19	42895254	42895388	135	*	X3964	84518	42891171	42894444	3274	-	809	upstream	809	CNFN
chr19	43588866	43588931	66	*	X3965	5670	43568362	43586893	18532	-	1972	upstream	1972	PSG2
chr19	44144234	44144358	125	*	X3970	199731	44126522	44143991	17470	-	242	upstream	242	CADM4
chr19	44144377	44144541	165	*	X3971	199731	44126522	44143991	17470	-	385	upstream	385	CADM4
chr19	44144617	44144736	120	*	X3972	199731	44126522	44143991	17470	-	625	upstream	625	CADM4
chr19	45250539	45250673	135	*	X3974	602	45251978	45263301	11324	+	1304	upstream	1304	BCL3
chr19	45582276	45582288	13	*	X3978	79760	45582518	45594782	12265	+	229	upstream	229	GEMIN7
chr19	46001726	46001915	190	*	X3989	147699	46001731	46005764	4034	+	0	overlapStart	0	PPM1N
chr19	46001726	46001915	190	*	X3989	6253	45988546	46000313	11768	-	1412	upstream	1412	RTN2
chr19	46009866	46009915	50	*	X3990	7408	46010688	46030240	19553	+	772	upstream	772	VASP
chr19	46365557	46365586	30	*	X3995	3171	46367518	46377055	9538	+	1931	upstream	1931	FOXA3
chr19	46520166	46520271	106	*	X3999	768217	46522190	46522307	118	+	1918	upstream	1918	MIR769
chr19	47162486	47162680	195	*	X4011	100506068	47163621	47180713	17093	+	940	upstream	940	DACT3-AS1
chr19	47162711	47162980	270	*	X4012	100506068	47163621	47180713	17093	+	640	upstream	640	DACT3-AS1
chr19	47163026	47163145	120	*	X4013	100506068	47163621	47180713	17093	+	475	upstream	475	DACT3-AS1
chr19	47291716	47291785	70	*	X4016	6510	47278140	47291842	13703	-	0	inside	56	SLC1A5
chr19	47729319	47729438	120	*	X4019	100422899	47730199	47730278	80	+	760	upstream	760	MIR3190
chr19	47852573	47852573	1	*	X4020	9704	47852538	47885961	33424	+	0	inside	34	DHX34
chr19	47922874	47923008	135	*	X4021	56917	47906375	47922785	16411	-	88	upstream	88	MEIS3
chr19	47923234	47923323	90	*	X4022	56917	47906375	47922785	16411	-	448	upstream	448	MEIS3
chr19	47923759	47923953	195	*	X4023	56917	47906375	47922785	16411	-	973	upstream	973	MEIS3
chr19	48867460	48867751	292	*	X4035	23546	48867651	48879634	11984	+	0	overlapStart	0	SYNGR4
chr19	48867460	48867751	292	*	X4035	55260	48835146	48867186	32041	-	273	upstream	273	TMEM143
chr19	48894747	48894867	121	*	X4036	10945	48885827	48894810	8984	-	0	overlapStart	0	KDELR1
chr19	48896473	48896577	105	*	X4037	10945	48885827	48894810	8984	-	1662	upstream	1662	KDELR1
chr19	48896473	48896577	105	*	X4037	2906	48898132	48948188	50057	+	1554	upstream	1554	GRIN2D
chr19	48896608	48896697	90	*	X4038	10945	48885827	48894810	8984	-	1797	upstream	1797	KDELR1
chr19	48896608	48896697	90	*	X4038	2906	48898132	48948188	50057	+	1434	upstream	1434	GRIN2D
chr19	48897163	48897237	75	*	X4039	2906	48898132	48948188	50057	+	894	upstream	894	GRIN2D
chr19	48897668	48897695	28	*	X4040	2906	48898132	48948188	50057	+	436	upstream	436	GRIN2D
chr19	48897820	48897997	178	*	X4041	2906	48898132	48948188	50057	+	134	upstream	134	GRIN2D
chr19	49123086	49123095	10	*	X4047	6141	49118584	49122675	4092	-	410	upstream	410	RPL18
chr19	49141413	49141467	55	*	X4048	1628	49133817	49140639	6823	-	773	upstream	773	DBP
chr19	49141413	49141467	55	*	X4048	653677	49141296	49185502	44207	+	0	inside	116	SEC1P
chr19	49149732	49149812	81	*	X4049	770	49141272	49149451	8180	-	280	upstream	280	CA11
chr19	49521186	49521290	105	*	X4053	3972	49519237	49520347	1111	-	838	upstream	838	LHB
chr19	49661250	49661459	210	*	X4055	54795	49661016	49715098	54083	+	0	inside	233	TRPM4
chr19	50004202	50004361	160	*	X4059	406942	50004042	50004125	84	-	76	upstream	76	MIR150
chr19	50093468	50093579	112	*	X4061	57479	50094912	50129696	34785	+	1332	upstream	1332	PRR12
chr19	50169328	50169462	135	*	X4063	3661	50162826	50169132	6307	-	195	upstream	195	IRF3
chr19	50180579	50180713	135	*	X4065	3276	50180409	50191707	11299	+	0	inside	169	PRMT1
chr19	50355106	50355235	130	*	X4068	100506033	50341903	50354933	13031	-	172	upstream	172	PTOV1-AS1
chr19	50432907	50432947	41	*	X4070	23636	50410084	50432988	22905	-	0	inside	40	NUP62
chr19	50432907	50432947	41	*	X4070	259307	50390639	50432988	42350	-	0	inside	40	IL4I1
chr19	51221000	51221224	225	*	X4085	50944	51165084	51220195	55112	-	804	upstream	804	SHANK1
chr19	51221345	51221464	120	*	X4086	50944	51165084	51220195	55112	-	1149	upstream	1149	SHANK1
chr19	51221926	51222555	630	*	X4087	50944	51165084	51220195	55112	-	1730	upstream	1730	SHANK1
chr19	52194142	52194162	21	*	X4107	406887	52196039	52196117	79	+	1876	upstream	1876	MIRLET7E
chr19	52194142	52194162	21	*	X4107	407056	52195865	52195934	70	+	1702	upstream	1702	MIR99B
chr19	52194647	52194761	115	*	X4108	147650	52196593	52208443	11851	+	1831	upstream	1831	SPACA6
chr19	52194647	52194761	115	*	X4108	406887	52196039	52196117	79	+	1277	upstream	1277	MIRLET7E
chr19	52194647	52194761	115	*	X4108	406910	52196507	52196592	86	+	1745	upstream	1745	MIR125A
chr19	52194647	52194761	115	*	X4108	407056	52195865	52195934	70	+	1103	upstream	1103	MIR99B
chr19	53238348	53238512	165	*	X4117	81856	53206066	53238307	32242	-	40	upstream	40	ZNF611
chr19	53290105	53290239	135	*	X4118	162966	53268748	53290034	21287	-	70	upstream	70	ZNF600
chr19	53496808	53497017	210	*	X4119	79986	53471504	53496784	25281	-	23	upstream	23	ZNF702P
chr19	55850640	55850759	120	*	X4133	84787	55851221	55859489	8269	+	461	upstream	461	KMT5C
chr19	55954307	55954606	300	*	X4134	729956	55940105	55954230	14126	-	76	upstream	76	SHISA7
chr19	55954705	55954794	90	*	X4135	729956	55940105	55954230	14126	-	474	upstream	474	SHISA7
chr19	55954815	55954934	120	*	X4136	729956	55940105	55954230	14126	-	584	upstream	584	SHISA7
chr19	55996809	55996934	126	*	X4141	57106	55996557	55998935	2379	+	0	inside	251	NAT14
chr19	56150543	56150677	135	*	X4144	51157	56152392	56154836	2445	+	1714	upstream	1714	ZNF580
chr19	57751938	57752117	180	*	X4146	390980	57752053	57774106	22054	+	0	overlapStart	0	ZNF805
chr19	57752163	57752183	21	*	X4147	390980	57752053	57774106	22054	+	0	inside	109	ZNF805
chr1	954839	954911	73	*	X4158	375790	955503	991499	35997	+	591	upstream	591	AGRN
chr1	1071789	1071923	135	*	X4165	254099	1072397	1079434	7038	+	473	upstream	473	LINC01342
chr1	1071984	1072118	135	*	X4166	254099	1072397	1079434	7038	+	278	upstream	278	LINC01342
chr1	1072404	1072883	480	*	X4167	254099	1072397	1079434	7038	+	0	inside	6	LINC01342
chr1	1144013	1144200	188	*	X4169	8784	1138888	1142089	3202	-	1923	upstream	1923	TNFRSF18
chr1	1285344	1285443	100	*	X4171	1855	1270658	1284492	13835	-	851	upstream	851	DVL1
chr1	2486508	2486612	105	*	X4178	8764	2487805	2495267	7463	+	1192	upstream	1192	TNFRSF14
chr1	3817439	3817573	135	*	X4190	339448	3805697	3816857	11161	-	581	upstream	581	C1orf174
chr1	6052784	6052873	90	*	X4201	261734	5922870	6052533	129664	-	250	upstream	250	NPHP4
chr1	6265485	6265563	79	*	X4205	388591	6266189	6281359	15171	+	625	upstream	625	RNF207
chr1	6483818	6483982	165	*	X4210	83715	6484848	6521004	36157	+	865	upstream	865	ESPN
chr1	8877585	8877734	150	*	X4228	473	8412464	8877699	465236	-	0	overlapStart	0	RERE
chr1	10857291	10857410	120	*	X4244	54897	10696666	10856733	160068	-	557	upstream	557	CASZ1
chr1	11120087	11120129	43	*	X4254	6723	11114649	11120091	5443	-	0	overlapStart	0	SRM
chr1	11538823	11538942	120	*	X4256	57540	11539295	11597640	58346	+	352	upstream	352	DISP3
chr1	11724335	11724367	33	*	X4257	26270	11724150	11734409	10260	+	0	inside	184	FBXO6
chr1	12226942	12227001	60	*	X4259	7133	12227060	12269277	42218	+	58	upstream	58	TNFRSF1B
chr1	13840455	13840476	22	*	X4264	126755	13801445	13840242	38798	-	212	upstream	212	LRRC38
chr1	14924670	14924774	105	*	X4266	23254	14925213	15444544	519332	+	438	upstream	438	KAZN
chr1	14924925	14924969	45	*	X4267	23254	14925213	15444544	519332	+	243	upstream	243	KAZN
chr1	15480115	15480189	75	*	X4269	200197	15438311	15478960	40650	-	1154	upstream	1154	TMEM51-AS1
chr1	16176105	16176173	69	*	X4271	729614	16160710	16174642	13933	-	1462	upstream	1462	FLJ37453
chr1	16346345	16346351	7	*	X4273	27129	16340523	16346089	5567	-	255	upstream	255	HSPB7
